city,price
珑源一品,124.7
市变电所,124.7
新升,124.7
东昌村营业房至宜丰纺织厂片,124.7
新南,124.7
南山村,124.7
灵芝镇央茶湖村,124.7
稽山中学,124.7
上虞城西统包四组(待注销),124.7
雅张村,124.7
后梁村,124.7
东方银座,124.7
上英村,124.7
王泗洲村,124.7
积山村,124.7
轻纺城社区大唐支局统包一组,124.7
轻纺城社区大唐支局统包一组,124.7
风和苑,124.7
相公殿社区5统包二组,124.7
未落网格,124.7
前良村,124.7
黄山畈村,124.7
昌盛印染,124.7
唐家弄小区,124.7
天香西苑,124.7
徐芳-政企经理,124.7
皋埠镇原中心小学,124.7
瑞鑫针织,124.7
镇塘殿,124.7
金溪园,124.7
民生园,124.7
西山头村,124.7
泄峰村,124.7
世贸大厦,124.7
企石村,124.7
王晓燕-政企经理,124.7
巴厘岛假日酒店,124.7
寺西苑村,124.7
世纪之帆,124.7
戴望村,124.7
绍兴北站,124.7
长泰机械,124.7
奥体中心科技馆,124.7
双福村,124.7
谢塘村,124.7
新合村,124.7
南村东浦统包三组,124.7
梅园弄,124.7
纸板厂小区,124.7
龙珠花园,124.7
马家桥村,124.7
未落网格,124.7
世纪花城,124.7
牛皋社区,124.7
若耶商务楼,124.7
建欣汽车,124.7
丁严王联建小区,124.7
城东南别墅区,124.7
雅宅村,124.7
羊山纺机,124.7
科瑞化工,124.7
桂园新村,124.7
王劳军村,124.7
宣飞焱-客户经理,124.7
桥下村,124.7
都悦大厦,124.7
山前徐村,124.7
金通黄金海岸,124.7
南明花园,124.7
洪腾汽车,124.7
北联市场柯中统包四组,124.7
森海豪庭橡树园,124.7
鹿山广场,124.7
谢桥村,124.7
龙山公园,124.7
恒力工具,124.7
石家山,124.7
环球花园,124.7
华联商厦,124.7
润沁花园,124.7
万通轿车服务有限公司,124.7
共何新村,124.7
天圣化纤,124.7
青山村,124.7
溪二村,124.7
罗溪村,124.7
马鞍邮政局,124.7
万达广场北区,124.7
燕窠村,124.7
洋江村,124.7
状元名府,124.7
麒麟村,124.7
大屋,124.7
袜业基地,124.7
兴旺村,124.7
兰渚山村,124.7
金村,124.7
金山越府,124.7
南汇村,124.7
锦泰苑,124.7
丁港,124.7
印花新村,124.7
藏岗村,124.7
管宁西区,124.7
横街中园,124.7
移动公司,124.7
凉风洞,124.7
瑞丰学院,124.7
世贸金樽,124.7
滨海假日小区,124.7
英吉利印染,124.7
健拓五金、来福模具,124.7
新昌人民医院,124.7
廊下村,124.7
咸亨新天地,124.7
邮政储蓄银行,124.7
金色东江,124.7
宝龙工业园区,124.7
时代欣居,124.7
吉吉林苑,124.7
新娄畈小区,124.7
吴联村,124.7
五联村,124.7
相公殿社区2统包三组,124.7
红联村,124.7
人民东路南,124.7
官珏村,124.7
建设银行宿舍,124.7
北辰广场,124.7
阳明华都,124.7
嘉业广场,124.7
桥石头村,124.7
城东中小学,124.7
盐业公司,124.7
冢斜村,124.7
五浦头村,124.7
万成羽绒,124.7
聚银国际,124.7
湖门村,124.7
城南新村,124.7
锦都学府,124.7
奥梦斯,124.7
安心坊,124.7
凯翔大厦,124.7
永进村,124.7
黄家堰村,124.7
洪欣家园,124.7
平江工业区,124.7
绿叶锦园,124.7
龙山玫瑰园,124.7
望江山村,124.7
跨湖桥村,124.7
上市场村回山支局统包一组,124.7
唯美格调,124.7
孟家桥河沿,124.7
凤山居委会,124.7
后璋村,124.7
跨湖桥,124.7
大坪头村,124.7
振德公司二分厂,124.7
文星东路,124.7
工农村,124.7
太平桥头西,124.7
西前街,124.7
三花美墅,124.7
托普信息职业技术学院,124.7
钟山村枫桥支局统包一组,124.7
秋瑾小学,124.7
袍江小学,124.7
湖滨一路,124.7
龙尾山村,124.7
褚家村,124.7
城南社区服务,124.7
开元社区委会大唐支局统包二组,124.7
东关工业区四环东,124.7
上虞阳光学校,124.7
旧宅村儒岙支局统包三组,124.7
山川纸业,124.7
精工科技,124.7
梅福小区,124.7
天圣公司,124.7
张家店村,124.7
美盛漫城,124.7
富润,124.7
山水华庭,124.7
绍兴市立医院,124.7
罗红娣-客户经理,124.7
新田村,124.7
废品收购站,124.7
唐家村,124.7
汤浦居委会,124.7
金寨公寓,124.7
文昌苑,124.7
沥东街,124.7
大桥路1号,124.7
鉴湖人民政府,124.7
国土局,124.7
春风公寓北区,124.7
太和村,124.7
新昌锦江之星,124.7
九一村,124.7
黄胜堂村,124.7
章金新村,124.7
王湖村(王家汇村),124.7
广立钢构,124.7
检察院,124.7
邵关明-政企经理,124.7
大市聚职中,124.7
钱塘村,124.7
永庆村,124.7
莒根村,124.7
外梁湖村,124.7
金鹰股份,124.7
双川小区,124.7
国际摩尔城汇景园,124.7
兴齐村,124.7
宏城财富大厦,124.7
新昌白云大酒店,124.7
悦尔登大酒店,124.7
横山徐村,124.7
中成新村,124.7
城南菜场,124.7
陈弟-政企经理,124.7
副食品仓库,124.7
红绿蓝,124.7
达利发集团,124.7
元培中学,124.7
三花宿舍,124.7
兴海家园,124.7
移民下山安置房二期,124.7
稽江村,124.7
恒路村,124.7
舜耕新村西区,124.7
布谷,124.7
燕窠村,124.7
财智国际,124.7
昌星花园,124.7
梁宅村,124.7
黄塘桥村,124.7
郑燕华-政企经理,124.7
金舜花园,124.7
建设大厦,124.7
李宅村,124.7
邻云居,124.7
东锦苑,124.7
鑫洲旅业,124.7
杭劲松-商客经理,124.7
光明居委会,124.7
里仁,124.7
五纹岭居委会城中支局统包八组,124.7
锦麟天地,124.7
阳春村,124.7
锦程工艺,124.7
春满园,124.7
钱清工商所,124.7
富豪路,124.7
报社,124.7
云栖人才公寓,124.7
鉴湖镇广播电视台,124.7
滨港新村(浙纤商都),124.7
民生村,124.7
城市广场(会展中心),124.7
鱼得水酒店、鱼得水市场,124.7
勤业广场,124.7
徐家畈,124.7
潘家坞村,124.7
倪梁村,124.7
百福服饰,124.7
虞光村,124.7
张乐村,124.7
教堂,124.7
西？村,124.7
北街村,124.7
董村,124.7
泾口村,124.7
芦士村,124.7
金宇绿岛广场,124.7
兰花市场,124.7
胜利村,124.7
碳素厂,124.7
沽渚村,124.7
五环彩印公司,124.7
枫家潭村,124.7
中纺CBD开发,124.7
铁牛村,124.7
和悦广场,124.7
中国钢材城,124.7
淡竹村,124.7
谷来一村,124.7
白门下村,124.7
溪埭村,124.7
华舍派出所,124.7
上虞公安局,124.7
巨堂村,124.7
缸岙村,124.7
县建设局,124.7
大明德泽苑,124.7
江南一品,124.7
易兴电子,124.7
宝龙服饰(二手车交易市场),124.7
县公共关系事务所,124.7
滨河嘉苑,124.7
海越大楼,124.7
坎上村,124.7
王湖村(大湖岙村),124.7
城安,124.7
富民街(三江小学),124.7
远东化纤,124.7
秦望家园,124.7
陶家娄底,124.7
吼山幼儿园,124.7
国庆村农民公寓,124.7
枫桦名邸,124.7
舜秀新村,124.7
童玲丽-政企经理,124.7
余渚金隆工业园区,124.7
乐园一区,124.7
阮家坞工业区,124.7
龙华宾馆,124.7
海塘村,124.7
鑫隆广场,124.7
马村城中支局统包十四组,124.7
陌坞村,124.7
伟乐制衣公司,124.7
天桥制衣,124.7
世纪花园,124.7
看守所,124.7
杭浦村,124.7
斯乃格,124.7
华维教师公寓,124.7
夏家岙村,124.7
中漂印染有限公司,124.7
后倪诸葛山村,124.7
洁圣印染,124.7
怡中染整,124.7
新昌国邦,124.7
工业国有资本经营公司,124.7
联民村,124.7
东江居委会,124.7
白塔村,124.7
建行,124.7
毓兰华庭,124.7
安华镇政府,124.7
岭丰村,124.7
轻纺城小商品市场,124.7
舜源村,124.7
水带村,124.7
岭竺村,124.7
石洋新村,124.7
崇仁七八村,124.7
会稽山宾馆,124.7
迅昌针纺,124.7
茅利-政企经理,124.7
华剑床垫公司,124.7
中成大厦,124.7
虹桥宾馆,124.7
炸药仓库,124.7
建安小区,124.7
越兰大厦,124.7
横坞村,124.7
灵山下村,124.7
电动工具厂,124.7
桃源楼,124.7
繁荣公寓,124.7
应山居委会城东支局统包十八组,124.7
白岩前67-68号,124.7
老汽配城,124.7
县财政局,124.7
天宇服饰,124.7
香莲公寓东区,124.7
三江周转房,124.7
安装公司,124.7
下灶村,124.7
平江公寓,124.7
印山小学,124.7
金水岸,124.7
上祝村,124.7
丹桂公寓,124.7
日溢村,124.7
舜祥公寓,124.7
东方建设集团,124.7
海洋城,124.7
詹家？村,124.7
士明村,124.7
人民公寓,124.7
浦桥村,124.7
物资大楼,124.7
锦江半岛,124.7
上三坑村,124.7
辂山村,124.7
黄泽工业园区,124.7
马山村,124.7
千鹤纺织,124.7
草塔镇中,124.7
俊龙机械,124.7
汇鹏服饰,124.7
金外滩大厦,124.7
西墅村,124.7
天姥新村,124.7
国泰饭店,124.7
华舍看守所,124.7
金昌诚园,124.7
越都新村,124.7
陶里居委会,124.7
青甸湖村,124.7
舒尔其服饰,124.7
新风园二期,124.7
中联明珠苑,124.7
东茗村,124.7
越胜公寓,124.7
欢潭村,124.7
协办宿舍,124.7
碧桂园,124.7
灵运村,124.7
砍下路口,124.7
裕鑫化纤有限公司,124.7
横山村,124.7
上沙村,124.7
盘龙新村,124.7
白门上村,124.7
朱家滩村,124.7
人利华府,124.7
三建宅小区,124.7
岙桥里,124.7
力博工业园区,124.7
草塔幼儿园,124.7
坎头村,124.7
农行,124.7
开元五村,124.7
南街村,124.7
中地镜水湾,124.7
恒利新村西4区,124.7
领带园三路,124.7
屯外村,124.7
平水中心小学,124.7
众华大酒店,124.7
七建公司,124.7
高家居委会,124.7
西豆姜村,124.7
剡兴路,124.7
狮源,124.7
综合楼,124.7
鸿远小区,124.7
怡康苑,124.7
裘村,124.7
曹江路沿街厂房,124.7
仓桥直街,124.7
悦天家庭用品厂,124.7
丰球,124.7
茅塘山,124.7
三联村,124.7
七大州翡翠园,124.7
马山本街,124.7
未落网格,124.7
闰土嘉和园,124.7
领带园四路,124.7
渡皇山村,124.7
新建庄村,124.7
延安变电所,124.7
仙湖社区办,124.7
未落网格,124.7
东圃社区1,124.7
电影院,124.7
美乐无缝墙布有限公司,124.7
夏王村,124.7
桂花南苑,124.7
上梧岗村,124.7
兴联村,124.7
阳光新城,124.7
孝丰村,124.7
城南新村,124.7
五浦头工业区,124.7
璞玉村,124.7
宝汇大厦1,124.7
云栖金马住宅,124.7
灵芝镇庄头村,124.7
兴隆街,124.7
新旺村城东统包区三组,124.7
詹家山村口,124.7
宝兴花园,124.7
暨东路28号,124.7
新岩村,124.7
滨海新天地,124.7
南村东浦统包二组,124.7
山水名家琉园,124.7
流星花园,124.7
芝田村,124.7
河塔村,124.7
状元二村,124.7
天龙数码,124.7
榆树村,124.7
越新公寓,124.7
顾鉴芳-商客经理,124.7
蒋村,124.7
府山门口,124.7
宜东南村,124.7
金硕服饰,124.7
精英纺服,124.7
家电市场,124.7
大王庙村,124.7
上王村,124.7
镇海村,124.7
兴发大厦,124.7
阳光福利院,124.7
官河路,124.7
信达银郡,124.7
齐贤加会统包八组,124.7
寺桥村,124.7
天波物流,124.7
兴文公寓,124.7
央茶湖小学,124.7
王金利-政企经理,124.7
下洲村,124.7
丁严王安置小区,124.7
柯桥区档案馆,124.7
兴昌度假村,124.7
森海豪庭梧桐园,124.7
鹅境东区,124.7
文化产业用房,124.7
祝温村,124.7
崇文花园,124.7
浙江不锈钢轴承有限公司,124.7
新概念,124.7
新东泽化工,124.7
陶姚村,124.7
新沙居委会,124.7
南桥村,124.7
胜利路南,124.7
银春社区,124.7
魏廉村,124.7
越盛大酒店,124.7
福全毛纺染整厂,124.7
西站,124.7
庆茂纺织,124.7
浦口村,124.7
肖彩娟-政企经理,124.7
南山,124.7
塔山汽配,124.7
农副市场,124.7
白鱼潭村,124.7
后梅小区,124.7
新天龙文惠苑,124.7
越剧艺术中心,124.7
鹤湖村,124.7
全心村,124.7
盾安禾田金属有限公司,124.7
凤山新村42幢,124.7
天丰新城,124.7
独山仓储,124.7
丁家村,124.7
龟岩潭村,124.7
药品监督局,124.7
管梁村,124.7
中源,124.7
解放南路城南7号,124.7
红十字医院康复中心,124.7
莲增村,124.7
竹里人家,124.7
双梅小区,124.7
飞华大厦,124.7
新建村,124.7
上游村,124.7
新华小学,124.7
柯桥派出所,124.7
西横河新村1区,124.7
家园村,124.7
珠溪村,124.7
百草园酒业,124.7
永兴坊,124.7
宝岛大酒店、蓝贵坊,124.7
三条娄村,124.7
上虞农业银行,124.7
渡东小区,124.7
锦瑞大厦,124.7
墙面宝涂料,124.7
董村村,124.7
众华家纺,124.7
树人小学中校区,124.7
杜浦村(道墟统包一组),124.7
独山安置小区,124.7
大华泵业,124.7
大坊口住商楼西区,124.7
玉园,124.7
广州本田4S店,124.7
众盛苑,124.7
锦坞村,124.7
吴芳萍-政企经理,124.7
山亭山,124.7
嘉华馥园,124.7
南富民街,124.7
知新中学,124.7
金鑫聚酯,124.7
瑞欣公寓,124.7
上连村,124.7
青丰村,124.7
华威化工有限公司,124.7
市委党校,124.7
越东小区,124.7
海湖别墅区,124.7
多元世纪城,124.7
华东居委会,124.7
滨江花园,124.7
张村,124.7
下王村,124.7
唐家湾,124.7
漓渚村福全漓渚统包二组,124.7
凤凰村,124.7
永丰公寓,124.7
紫薇花苑,124.7
马鞍路口,124.7
龙景嘉苑,124.7
鉴湖大厦,124.7
银都花园,124.7
梁高村,124.7
平江村,124.7
东雅后俞村,124.7
灵鹅村,124.7
万通纺织,124.7
康阳纺织,124.7
幸福村,124.7
泉畈村,124.7
江南村,124.7
蒋吴锋-客户经理,124.7
佳艺广场,124.7
斗门村,124.7
江南印染厂宿舍,124.7
罗家村,124.7
新昌国土局,124.7
热电厂,124.7
新中医院,124.7
时代世纪城,124.7
城西村,124.7
城东体育馆,124.7
凯利大厦,124.7
禹溪村,124.7
柯岩街道医院,124.7
国际摩尔城御景园,124.7
清水闸村,124.7
高版新村,124.7
大通,124.7
迎驾桥村,124.7
剡山景苑,124.7
璜山,124.7
新甸村,124.7
邮电幼儿园,124.7
白沙地村,124.7
精美针纺,124.7
东莲河小区,124.7
富一村,124.7
鼓山新村,124.7
余渚工业园区,124.7
航管所,124.7
陈建国-商客经理,124.7
寿斐文－商客经理,124.7
江协村,124.7
海关大楼,124.7
芭脚外村,124.7
鹤年堂,124.7
惠达纺织,124.7
江南华庭,124.7
鹏程实业,124.7
钟山村,124.7
兴南路,124.7
明月湾小区,124.7
昌安渡头,124.7
徐家坞,124.7
袍江开发委,124.7
城西二苑长兴路光交,124.7
乐昌苑,124.7
森海豪庭桦林园,124.7
沿山新村牌头支局统包三组,124.7
梅园村农民公寓,124.7
中兴商贸大厦,124.7
新昌科技局,124.7
新昌交通局,124.7
八字桥村,124.7
相公殿路,124.7
百官街道卫生院,124.7
安昌泵站,124.7
皋埠镇电管站,124.7
蠡湖新村,124.7
大树名园,124.7
上江村,124.7
胡国鑫-政企经理,124.7
剡苑小区,124.7
寨下,124.7
谢家桥村,124.7
华汇大厦(中超商务酒店),124.7
芳泉村,124.7
风荷苑,124.7
杨溪村,124.7
港越新都北区,124.7
吉利来金属,124.7
新世纪公寓,124.7
蜀秀桥,124.7
博文新村,124.7
荣怀公寓,124.7
新昌万丰涂料厂,124.7
钱清新甸统包三组,124.7
紫金华庭,124.7
金色家园,124.7
深湾村,124.7
三佳村,124.7
娄东村,124.7
工艺织造,124.7
钱锋-政企经理,124.7
健康路10幢,124.7
绍兴城南统包九组,124.7
绍兴城南统包九组,124.7
绍兴城南统包九组,124.7
里宅村,124.7
龙山宾馆,124.7
工商局,124.7
高湖路20号,124.7
上峰和风苑,124.7
翔华针织有限公司,124.7
龙泉小区,124.7
茶园头村,124.7
镜水花园,124.7
九城公园,124.7
鸿泰皮革制品有限公司,124.7
马剑,124.7
蕺山公园,124.7
冠东印染,124.7
王山村,124.7
车二村,124.7
恂北村,124.7
阮家湾村,124.7
光明塘新村,124.7
焦坑村,124.7
南阳花园,124.7
占岙村,124.7
技术监督局,124.7
花为媒汽配市场,124.7
东安一区,124.7
悦澜山,124.7
大树下,124.7
栖凫村,124.7
伟联村,124.7
虹溪村,124.7
绍兴一中分校,124.7
褚佳-政企经理,124.7
唐家桥商住楼,124.7
华通新村,124.7
宝业四季园,124.7
绿环公司,124.7
金生花园,124.7
世贸广场单身公寓,124.7
檀香国际,124.7
泰富装饰品,124.7
世纪星城,124.7
白岩前,124.7
三峰实业有限公司,124.7
待驾桥花园,124.7
新桥村,124.7
精工钢构,124.7
国商大厦,124.7
浣纱中路63号,124.7
超级大酒店,124.7
大佛寺风景区,124.7
运通苑,124.7
二桥工业区,124.7
星岛风情酒店,124.7
亚太高科,124.7
和欣家园,124.7
天峰村拔茅支局统包五组,124.7
科创大厦,124.7
兰亭镇中心小学,124.7
星月湾小区,124.7
亚美生化有限公司,124.7
御茶山庄,124.7
宝驰天汇大厦,124.7
山外村,124.7
任谢村,124.7
瓜渚风情,124.7
洞桥村,124.7
西山下村,124.7
福安村,124.7
外贸大厦,124.7
枫桥镇中,124.7
桑港村,124.7
张家巷口,124.7
南田村,124.7
渡东电力小区,124.7
朱家草塔支局统包二组,124.7
新天马君澜大酒店,124.7
陈琳-政企经理,124.7
怡和嘉园,124.7
宏森花园,124.7
上东潭村,124.7
华越小区,124.7
舜豪村,124.7
天马花园,124.7
梁莹-商客经理,124.7
沈峰-政企经理,124.7
联海村,124.7
里外岙村,124.7
拔茅村拔茅支局统包一组,124.7
天城花园,124.7
翰林学府别墅区,124.7
越峰,124.7
未落网格,124.7
古城花园,124.7
济德医院,124.7
梁家村,124.7
瑞东园,124.7
望江公寓,124.7
江南世家,124.7
横渡桥村,124.7
时代服饰,124.7
朱家潭村,124.7
江南南路3弄,124.7
未落网格,124.7
三角站居委会,124.7
希原针纺有限公司,124.7
森海豪庭樱花园,124.7
万达广场B号楼,124.7
旅游公司,124.7
青峰村,124.7
上朱村,124.7
香山别墅,124.7
新富村,124.7
广宁桥仓弄,124.7
沈河村次坞支局统包三组,124.7
新江村,124.7
双港安置房,124.7
张钦-商客经理,124.7
金龙塔村,124.7
香滨半岛,124.7
湖中园,124.7
北庄新村25幢,124.7
十里坪村,124.7
前进齿轮厂,124.7
罗村村,124.7
兰岭村,124.7
物资大楼,124.7
浙江涤纶厂,124.7
鸡峰山,124.7
苎萝一村16幢,124.7
沈珍妮-政企经理,124.7
马弄西区,124.7
浅水弯,124.7
西溪湖村,124.7
梅林山村大市聚支局统包三组,124.7
银泰小区,124.7
春天雅苑,124.7
康盛苑,124.7
金桥大厦,124.7
绍兴大剧院,124.7
陶堰工业区,124.7
相公殿社区8,124.7
种子公司,124.7
白段村,124.7
越都南苑,124.7
香山雅苑,124.7
浙江曼尔佳珍珠有限公司,124.7
坪桥村,124.7
丰田岭村,124.7
云栖桥,124.7
新昌七星派出所,124.7
兴浦村移民区,124.7
宏大标准厂房,124.7
柘前,124.7
神鹰集团,124.7
越都大酒店,124.7
诸安大厦,124.7
尉相村,124.7
平阳村,124.7
海鑫花园,124.7
冯浦村,124.7
笕桥村,124.7
大乐制衣有限公司,124.7
绍兴城西统包二组,124.7
双高村,124.7
天宇大厦,124.7
廿里牌村,124.7
联桥村,124.7
申高畈,124.7
澄潭工业园区,124.7
新昌城东派出所,124.7
区人民政府,124.7
第头村,124.7
嵊州宾馆,124.7
锦泰苑,124.7
溪北,124.7
五金交电城,124.7
厦盖山村,124.7
逸夫小学,124.7
新联村,124.7
华通棉业,124.7
九浸畈,124.7
72铭座,124.7
四丰村,124.7
红门新村,124.7
杨川村,124.7
汪阮家坞村,124.7
上店村,124.7
上城小区,124.7
叶岙村,124.7
长乐二村,124.7
鼓山新村,124.7
越秀带业,124.7
店口社区,124.7
三联,124.7
石塔头,124.7
鑫洲海湾大酒店,124.7
钟楼农贸市场,124.7
碧波康庭,124.7
陈家村,124.7
中泽嘉园二期,124.7
车站西路住宅,124.7
应山二期,124.7
明星纺织厂,124.7
农业银行,124.7
曲屯,124.7
梁家井村,124.7
开发区三环路西,124.7
金淼颖-政企经理,124.7
陆家村,124.7
城市花园,124.7
和平公寓,124.7
雅言楼村,124.7
捣臼爿工具厂,124.7
华通医药广场,124.7
立新家纺有限公司,124.7
西安村,124.7
屠溪村,124.7
精工集团,124.7
嘉尔达纺织,124.7
康庄村,124.7
宏大文汇苑,124.7
蝶庄小区,124.7
通威饲料,124.7
王家园村,124.7
三纺机械,124.7
繁荣村,124.7
钻石大厦,124.7
独树村,124.7
卧龙集团,124.7
铜材市场,124.7
七贤桥村,124.7
港联村,124.7
文华苑,124.7
华丰大厦,124.7
海阔天空,124.7
消防大队,124.7
灵芝镇青云村,124.7
相公殿北路17号小高层,124.7
华业建材,124.7
叠石村,124.7
中兴社区居委会大唐支局统包五组,124.7
柯北居委会,124.7
溪西村,124.7
五丰村,124.7
陈松军-政企经理,124.7
万绣绣品,124.7
新时代广场,124.7
南岸花园东区,124.7
木材市场,124.7
古纤道公司,124.7
米兰阳光,124.7
中国茶市,124.7
胡家村,124.7
未落网格,124.7
大娄村,124.7
达胜针织,124.7
称海村,124.7
联塘村,124.7
何王村,124.7
县委党校,124.7
朱村村甘霖统包十一组,124.7
华丰村,124.7
贺盘居委会,124.7
看守所,124.7
科创中心,124.7
星丰小区,124.7
皋埠镇织布厂,124.7
亚太药业,124.7
宝丰纺织,124.7
夏履桥村,124.7
爱湖头村,124.7
华绣科技,124.7
张冬霞－商客经理,124.7
鸿景庄园,124.7
玉兰花园柯北统包十一组,124.7
凤凰园,124.7
新昌丝织总厂,124.7
卧龙山庄,124.7
富得利木业,124.7
县府后,124.7
大丰盛印染厂,124.7
上塘头村,124.7
金龙工业园区,124.7
五四村,124.7
界树坊,124.7
许红红-政企经理,124.7
祥和苑,124.7
柴场弄,124.7
徐爽爽-政企经理,124.7
阳光城,124.7
合新村三江统包八组,124.7
幸福公寓,124.7
力博稽山庄园香樟苑,124.7
百利特纺织,124.7
颐东华庭,124.7
金庭村黄泽统包六组,124.7
锦江文华,124.7
莲湖新村,124.7
灵芝镇七里江村,124.7
钱江大厦,124.7
上市场村回山支局统包二组,124.7
梅林居委会,124.7
锦绣华庭,124.7
华鑫环保,124.7
万顺饰品有限公司,124.7
殿前村,124.7
盘山村,124.7
宝利德发展大厦,124.7
伟明村,124.7
枫叶集团,124.7
桥东新村,124.7
锦禾小区,124.7
诸东村,124.7
洞坑村,124.7
通力机床,124.7
松下本街,124.7
露笑科技,124.7
北三区,124.7
吴山村,124.7
金乔商务酒店,124.7
大柳仙村,124.7
王院村,124.7
轻纺城小学,124.7
鉴湖大酒店,124.7
红旗绸厂,124.7
井杨村,124.7
大地香樟园,124.7
城东一村,124.7
百汇商厦,124.7
下元塘社区2,124.7
冠松别克汽车,124.7
梅市水庄南区,124.7
众阳名门,124.7
念亩头村,124.7
富强村,124.7
青林寺,124.7
顺富村,124.7
后双盆,124.7
王树村,124.7
东闸村,124.7
万乔村,124.7
浣纱中学市府办公楼,124.7
店口新菜场,124.7
新世界大酒店,124.7
新回公路1弄,124.7
甘湾村,124.7
建材城工业区,124.7
百官广场,124.7
吼山村,124.7
小越湖村,124.7
周村,124.7
儒岙中学,124.7
清水塘村,124.7
文锦苑,124.7
快阁村,124.7
东曹汇村,124.7
新昌城管局,124.7
兰亭高科有限公司,124.7
大华宿舍,124.7
国家电网,124.7
梅渚丰岛,124.7
树鹅王公寓,124.7
城关镇政府,124.7
舜江村(上浦统包一组),124.7
茅家村,124.7
高阳村,124.7
坂田村,124.7
青龙村东浦统包二组,124.7
铭珠华庭,124.7
四甲公寓,124.7
大嘴巴文化,124.7
嘉华印染,124.7
田东村,124.7
南山头村,124.7
渔门村,124.7
洪都苑,124.7
快阁苑馨月坊,124.7
罗星幼儿园,124.7
紫荆小区,124.7
恒利菜场,124.7
翔耀针纺,124.7
上坞山村,124.7
三花百合园,124.7
双湾村,124.7
岭岙村,124.7
五金机电城,124.7
鹤群机械,124.7
王殿畈村,124.7
化建公司,124.7
小礼堂,124.7
岭头山村,124.7
多宝讲寺,124.7
经济开发区1,124.7
北直街250号等,124.7
凤山安置小区,124.7
后墅农贸市场住宅楼,124.7
仙都路,124.7
迎联村,124.7
王相桥工业区,124.7
东江村,124.7
电信局片,124.7
珠峰,124.7
五都新村,124.7
合力居委会,124.7
金马公寓,124.7
一光电器,124.7
阳嘉龙家庭工业区,124.7
城西供电工区,124.7
华鸿水岸,124.7
沿江新村,124.7
城西变电所,124.7
城南大道380号小区,124.7
永兴华庭,124.7
滨江中路34号,124.7
建设银行总行,124.7
读山,124.7
环卫处,124.7
王城村,124.7
鹭鸣山庄闻水苑,124.7
牌一村,124.7
灵溪村,124.7
新市政府,124.7
中溪村,124.7
紫草坞,124.7
袁川二期小区,124.7
华海现代城,124.7
凤凰城城东支局统包区十八组,124.7
船舫下村,124.7
锦瑞楼,124.7
安吉里2,124.7
绅花纺织,124.7
吴越蕾-政企经理,124.7
童家塔村,124.7
石门,124.7
西源,124.7
香缇墅,124.7
燃气总公司,124.7
安家村,124.7
人民医院,124.7
中兴社区居委会大唐支局统包六组,124.7
淡山村,124.7
金星工业区,124.7
柯灵小学,124.7
高依村,124.7
府山银苑,124.7
建设大厦,124.7
大通集团农副产品批发市场,124.7
皂李湖村,124.7
白雁坑村,124.7
大道西路88号,124.7
迎丰小区,124.7
黄酒博物馆,124.7
城南水乡,124.7
永宁村废金属市场,124.7
环城北路19号,124.7
交通局,124.7
王家井,124.7
金时花园,124.7
城西水果市场,124.7
奇瑞车业,124.7
新昌检察院,124.7
中镇庙路口,124.7
广济苑,124.7
湖山村,124.7
高版社区,124.7
龙凤山庄,124.7
温馨花园(内),124.7
石家池小区,124.7
大禹陵风景区,124.7
丁徐村,124.7
城西邮电宿舍,124.7
柯岩风景区,124.7
银都水岸,124.7
滨海污水厂,124.7
西湖村潭俞,124.7
兴日铁金属薄板,124.7
东华工业园,124.7
余渚光明工业园区,124.7
三江城塑像,124.7
裕隆工贸,124.7
孙屋村,124.7
石坪村,124.7
丰越花园,124.7
凯泰特种纺织,124.7
张家村,124.7
华宇电器,124.7
金庭湖,124.7
新华汇大厦,124.7
四达印染,124.7
