city,price
八达大厦,124.7
普安村,124.7
工商银行,124.7
影城宾馆(已拆),124.7
上源岭光嘉园小区,124.7
新任溪村,124.7
日月村,124.7
荷花坪村,124.7
东圃小学,124.7
朱家畈,124.7
宏嘉山庄,124.7
舜江花园,124.7
新昌雷迪森酒店,124.7
夏家埠村,124.7
蒿坝村,124.7
上道地村,124.7
凤仪村,124.7
人民法院,124.7
三新,124.7
天峰村拔茅支局统包一组,124.7
施家岙村,124.7
双溪村,124.7
榧王村,124.7
新宅村,124.7
董坞岗村,124.7
景都花苑,124.7
三丰村,124.7
振辉针织,124.7
上虞市政府,124.7
上虞疾病控制中心,124.7
涂山市场,124.7
千亩地工业园区,124.7
安昌医院,124.7
龙洲花园,124.7
远东热电,124.7
二渡村,124.7
会稽山绍兴酒公司,124.7
栎桥村,124.7
崇仁二村,124.7
樟花村,124.7
镜水苑,124.7
华汇大厦,124.7
海纳百川,124.7
莲中村,124.7
山水名家瑾园,124.7
唐萃珠宝有限公司,124.7
越仕苑,124.7
日森大厦,124.7
杨梅桥村,124.7
建设村,124.7
渔化府,124.7
风雅苑,124.7
幸福里,124.7
皋埠集中解困房,124.7
阮芳艳-政企经理,124.7
大龚村,124.7
大环河管理处,124.7
唯上科技,124.7
林种站小区,124.7
大塘坑村拔茅支局统包三组,124.7
名爵府,124.7
山下村,124.7
容山村,124.7
行知小学,124.7
金程针织厂,124.7
岔路口村,124.7
旭峰村,124.7
炬星村,124.7
陶嘉麒-客户经理,124.7
应山新村,124.7
绍兴县委党校,124.7
华东纺机厂,124.7
晋生村,124.7
官华针纺厂,124.7
浙江石狮汽车机电市场,124.7
万家花苑,124.7
山外村农民公寓,124.7
袁郭岭村,124.7
赵家村,124.7
桃源汇德龙针纺公司,124.7
交通银行,124.7
华纳药业,124.7
亚厦风和苑,124.7
沥海居委会(沥海统包六组),124.7
大明市村,124.7
李村二村,124.7
邮政大楼,124.7
梅渚新和成,124.7
会篁村,124.7
城南农贸市场,124.7
跨湖人家,124.7
新叶村,124.7
新昌房管局,124.7
宏建纺织,124.7
丰乐村,124.7
塔山新和成,124.7
大王田湾村,124.7
白岩前65-66号,124.7
下岩村,124.7
西陡门村,124.7
大步村福全漓渚统包一组,124.7
恒泽苑,124.7
博缆家纺,124.7
制尚电器,124.7
巨星大厦,124.7
腰鼓山村,124.7
永通花园,124.7
钱家棣至长南桥,124.7
东郭村城东统包六组,124.7
江滨西路2,124.7
岙元村,124.7
新世纪公寓,124.7
朱家站村,124.7
联塘村,124.7
红旗幼儿园,124.7
天?开元名都大酒店,124.7
平川路10幢,124.7
双亭小区,124.7
袍谷中学,124.7
九连村,124.7
浙商银行,124.7
绿城玉兰公寓南区,124.7
亚太新村,124.7
大畈村,124.7
德盛大厦,124.7
庙桥村,124.7
赏余村,124.7
巽坞村,124.7
镜海小区,124.7
越州工贸园区,124.7
老北站,124.7
大江市场,124.7
小越村,124.7
？下村,124.7
未落网格,124.7
丁溪村,124.7
前丰新村,124.7
砚田村,124.7
泓城大厦,124.7
领带园一路,124.7
五纹岭居委会,124.7
凤鸣村,124.7
亭渎村,124.7
浣江小区,124.7
华夏印染,124.7
浙煅,124.7
财富大厦,124.7
环城西路109号,124.7
天马商务大厦,124.7
亚都大酒店,124.7
绵绣唐城,124.7
天荷村,124.7
体育新村,124.7
安康家园,124.7
国防大楼,124.7
华甫中学,124.7
现代家园,124.7
东市场,124.7
秀水小学,124.7
大和、小西庄村,124.7
富盛村富盛统包一组,124.7
旧人民医院(西施殿),124.7
豪业塑料,124.7
耀龙纺粘,124.7
剡溪花园,124.7
金家村卢家塘,124.7
新图,124.7
东豪集团,124.7
江南苑,124.7
永乐纺织机械,124.7
人民南路90号,124.7
乌石村,124.7
雪头村,124.7
阳光绿园,124.7
相公殿社区7,124.7
新桥家园,124.7
剡源村,124.7
霞村小区,124.7
凤鸣村,124.7
永胜大厦,124.7
化工园区东区,124.7
太子龙小区,124.7
镇中,124.7
芹塘村,124.7
新昌公安局,124.7
百官老城区西,124.7
草湖江口村,124.7
张娄村,124.7
原粮化,124.7
双山村,124.7
联兴村钱清统包七组,124.7
景泰嘉苑,124.7
东圃社区2统包十组,124.7
赵知英-政企经理,124.7
新河村,124.7
新光村(崧厦统包二组),124.7
高尔夫训练中心,124.7
阳光花苑,124.7
昌盛电器等,124.7
米兰公馆,124.7
浙江石狮装饰材料市场,124.7
凤山路中路,124.7
长乐六村,124.7
五平村大市聚支局统包二组,124.7
官河里2,124.7
拔茅职中,124.7
杨树畈,124.7
雄城大厦,124.7
兴华利宿舍楼,124.7
赵建村,124.7
许家埭村农民公寓,124.7
红黄蓝制衣,124.7
市府宿舍,124.7
交通职业学校,124.7
溪竹村,124.7
岭湖村,124.7
倪家堡村,124.7
光明新村,124.7
三坞村,124.7
中清大厦,124.7
耐特塑胶,124.7
福欣大厦,124.7
里娄沟村,124.7
绍兴大酒店,124.7
寿建国厂房,124.7
七星邮政支局,124.7
梅和家园,124.7
精细化工,124.7
大有弄,124.7
袁家村,124.7
东豪家园,124.7
柯岩供销超市,124.7
亚龙羽绒,124.7
斗岩村,124.7
银沙村,124.7
里木栅村,124.7
姚家埭,124.7
兰乔圣菲,124.7
草塔支局统包八组,124.7
中国文化创意城,124.7
越发机械,124.7
金鸡塘居委会,124.7
毫岭村,124.7
新桥村,124.7
新昌县府,124.7
滨笕新村,124.7
石舍村,124.7
袁家村,124.7
农副产品批发市场,124.7
陈张文-政企经理,124.7
东区交警大队,124.7
古镇营业房,124.7
南大村,124.7
清远工业园区,124.7
徐家居委会,124.7
快阁苑阳冬坊,124.7
双排娄小区,124.7
大西庄村,124.7
三江园区6,124.7
怡然雅苑,124.7
人民东路1弄,124.7
情缘龙山,124.7
世贸广场,124.7
虞铃萍-政企经理,124.7
中大君悦龙山,124.7
第二医院,124.7
柯桥世纪广场(已拆),124.7
罗北北辰商务楼,124.7
屠斌-客户经理,124.7
裘岩村,124.7
马益,124.7
詹徐王村,124.7
三花现代城,124.7
天汇市场,124.7
锦绣园,124.7
灵芝镇五峰村,124.7
裕民小区,124.7
盛世名苑二期,124.7
越然纺织有限公司,124.7
开发区A,124.7
南明安置,124.7
渡江路工业区,124.7
喻宅村,124.7
白鹭金滩和风园,124.7
绢纺一村,124.7
寺东安置房,124.7
长乐五村,124.7
马寅初中学,124.7
古玩市场,124.7
康乐巷,124.7
旧东门,124.7
上山坞村,124.7
盛鼎世家,124.7
东江村,124.7
亚太特宽,124.7
珠峰新村,124.7
勤荣,124.7
防疫站宿舍,124.7
浣东小区,124.7
蓝天商都,124.7
枫景园小区,124.7
明山桃源,124.7
延安路二院对面二院宿舍,124.7
文澜中学,124.7
剡湖统包三组,124.7
高风村,124.7
绍兴城北统包十五组,124.7
轻纺城农贸市场,124.7
山下赵安置小区,124.7
东桃村,124.7
通达商务宾馆,124.7
马山社区,124.7
未落网格,124.7
通联度假村,124.7
箬山下,124.7
绢纺厂,124.7
环宇大楼,124.7
福昌公寓,124.7
华清公司,124.7
南方织造,124.7
工农二苑,124.7
凤凰城,124.7
西鲍村,124.7
万达广场C号楼,124.7
南钱清村,124.7
华汇大厦,124.7
蓄电池厂,124.7
西施大街,124.7
扬江一品,124.7
县给排水公司,124.7
上蔡岙村,124.7
浪头湖,124.7
华润汽车,124.7
世贸二期(万商广场),124.7
钱灵丽-客户经理,124.7
恂南村,124.7
白杨村,124.7
盛家坞村,124.7
梅渚工业园区(前山),124.7
梦天骄服装厂,124.7
黄镜景-政企经理,124.7
下衣村,124.7
振东实业,124.7
金凤小区,124.7
龙山花苑,124.7
香湖岛,124.7
章伟永-政企经理,124.7
外来环卫民工公寓,124.7
宝利国际大厦,124.7
吴伟-商客经理,124.7
大善村,124.7
中心广场,124.7
新联村,124.7
开发区三环人民西路南,124.7
余建虹-政企经理,124.7
勤勇村,124.7
审批中心,124.7
悦天服饰,124.7
上碧溪村,124.7
花园新村,124.7
蔡小满-政企经理,124.7
通港苑,124.7
新昌县环保局,124.7
安昌冷轧厂,124.7
长乐村,124.7
万象制衣,124.7
胶鞋厂,124.7
丰城新苑,124.7
滨江众鑫苑,124.7
福兴纺织,124.7
石柱湾村,124.7
新民村,124.7
长塘村,124.7
兴达家居,124.7
湖东景园南区(红丰嘉苑),124.7
灵芝宾馆,124.7
行政执法局,124.7
恒利印染,124.7
上沙地村,124.7
花坎村,124.7
城东邮电宿舍,124.7
伯乐家具,124.7
临江,124.7
王卫兴-政企经理,124.7
皂湖工业区,124.7
海棠公寓南区,124.7
海天医疗,124.7
银湖花园别墅,124.7
震元堂,124.7
三叶外贸,124.7
伯乐大厦,124.7
大皋埠村,124.7
上杨村,124.7
麦地郎,124.7
工商银行,124.7
天洋公司,124.7
江东村,124.7
阳光大厦(已拆),124.7
望越花园,124.7
万禾针织,124.7
小湖村,124.7
新里港村(道墟统包二组),124.7
锦泽苑,124.7
土管所,124.7
世贸酒店(开元漫珠),124.7
平水变电所,124.7
东南村,124.7
西后村,124.7
无名集团宿舍,124.7
新河村,124.7
丰岛集团,124.7
缇香名邸,124.7
明珠花园,124.7
清兰公寓,124.7
新上王村,124.7
富三村,124.7
袁岭村,124.7
腾龙阁,124.7
星洲花园,124.7
气象局,124.7
江东社区湄池支局统包五组,124.7
岑前村,124.7
梓尚阁村,124.7
新岩头村,124.7
未落网格,124.7
新昌中学,124.7
杭州恒八酒店,124.7
夏家花园,124.7
公交三公司,124.7
长城中学,124.7
天光桥小区,124.7
东海村,124.7
亭东村,124.7
未落网格,124.7
塔山卫生院,124.7
兴业速运,124.7
科委,124.7
科达钢结构,124.7
中喻村,124.7
赵马村,124.7
阳光佳苑,124.7
下蔡村,124.7
山海小学,124.7
三都二村,124.7
新昌三馆,124.7
轻纺城医院(华宇医院),124.7
相公殿社区4,124.7
城东四村,124.7
章梅塔村,124.7
下石演村,124.7
竺传德-商客经理,124.7
浙江宏亮建设公司,124.7
竹林阮社,124.7
中包派克奇,124.7
柯桥中心幼儿园,124.7
浪港新村,124.7
锦绣新城,124.7
黄坑村,124.7
苏秦村,124.7
金沙,124.7
金山湖村,124.7
下沙地村甘霖统包二组,124.7
舜皇村,124.7
润和天地,124.7
人才公寓,124.7
金鹰山庄,124.7
上三线工业区,124.7
大桥村次坞支局统包四组,124.7
大桥村次坞支局统包四组,124.7
溪西村,124.7
快阁苑仲夏坊,124.7
东升路市场三期(吉祥苑),124.7
亭山居委会,124.7
新岙村,124.7
储二村,124.7
永通度假村,124.7
舜杰花苑,124.7
欧潭村,124.7
大昆村,124.7
凤山新村31-50幢,124.7
酿造厂,124.7
育英小学,124.7
赞成美林,124.7
湖塘中学,124.7
鱼将村,124.7
海关大楼,124.7
恒龙汽配城,124.7
金泰花园,124.7
三马锦纶厂,124.7
通益村,124.7
南一村,124.7
瓜渚御景园,124.7
东三新村,124.7
朝峰苑,124.7
升笑纺织,124.7
新昌城西派出所,124.7
青春路,124.7
一纺新村,124.7
柯桥柯中统包一组,124.7
车家弄新村,124.7
若耶村,124.7
丽湖村,124.7
公安大楼,124.7
卧龙三村,124.7
东浦废丝市场,124.7
玉龙山庄,124.7
四联村,124.7
西景山村,124.7
永宁,124.7
庆亚纺织,124.7
永源纺织,124.7
镜湖山庄,124.7
绿城玉兰花园,124.7
江南大酒店(党校),124.7
后璜村,124.7
爱堡罗文体用品,124.7
东光村,124.7
邵家岸村,124.7
东凌湖村,124.7
杨家坞村,124.7
力博稽山庄园秀竹苑,124.7
天荷花园,124.7
辕门新村西区,124.7
风泽苑,124.7
诸暨小百货市场,124.7
天乐微电,124.7
日月潭小区,124.7
高版别墅区,124.7
新板头村,124.7
大勤村,124.7
金昌大酒店,124.7
天龙公司,124.7
坝内村,124.7
文理学院河西校区,124.7
中脉大厦,124.7
忠铨村,124.7
迪荡移动公司,124.7
下竹村,124.7
金塔化工,124.7
城东二村,124.7
兴力染整,124.7
海塘自来水公司,124.7
民工子弟学校,124.7
后王村,124.7
三懋楼村,124.7
朱村村甘霖统包十二组,124.7
瑞气净化设备公司,124.7
水务集团,124.7
古越龙山第三酿酒厂,124.7
新昌制线厂,124.7
新桔城,124.7
桥里房村,124.7
峡山村,124.7
第六医院,124.7
东湖村,124.7
香湖郡小区二期,124.7
城南幼儿园,124.7
东升,124.7
贤盛轻纺,124.7
新大城家居广场,124.7
宝华海滨庄园,124.7
司法局,124.7
高速路征大队,124.7
金地天玺,124.7
金城大厦,124.7
陈蔡水库住宅小区,124.7
大罗,124.7
香逸公寓,124.7
里家竹村,124.7
鼓山西路2号,124.7
大江村,124.7
文化新村,124.7
新叶家埭村(南湖统包一组),124.7
章素妹-客户经理,124.7
学府名苑,124.7
吴冠钦-政企经理,124.7
竹园童村,124.7
兰沿村,124.7
大庆寺印染厂,124.7
田家村,124.7
旺卓针纺,124.7
永红村,124.7
下塘村,124.7
江南织造,124.7
市环岛汽车修理厂,124.7
冷冻仓库,124.7
安家兴小区,124.7
眉岱村,124.7
东安村,124.7
鹤群大酒店,124.7
锦绣家园,124.7
社会福利院,124.7
九家坞,124.7
百官三小,124.7
锦江花园,124.7
和谐家园,124.7
锦麟天地购物中心,124.7
滨海热电,124.7
凤山新村5-30幢,124.7
东光村,124.7
羊毛衫厂,124.7
新庄村,124.7
博雅家纺,124.7
万盛家园,124.7
西湖新村渡船坊,124.7
许岙村,124.7
大墩村,124.7
大明公寓,124.7
佳山下安置小区,124.7
盛鑫印染,124.7
新昌宾馆,124.7
绍兴城南统包五组,124.7
绍兴城南统包五组,124.7
绍兴城南统包五组,124.7
白沥畈,124.7
汇丰小区,124.7
宏发电器,124.7
长春观,124.7
五云绿岛,124.7
奇创车业,124.7
人民南路172号,124.7
新舒纺织,124.7
高丰家园,124.7
新昌县气象局,124.7
上里村,124.7
山塘,124.7
人生纺织,124.7
福门南村9幢,124.7
谢家坞兰亭统包二组,124.7
滨海物流中心,124.7
博欧汽车馆,124.7
丰岭村,124.7
金皇后皮塑,124.7
郑家村,124.7
景城嘉苑,124.7
大塘坑村拔茅支局统包五组,124.7
柯桥开发委,124.7
半岛花园,124.7
应店街镇中,124.7
开元小区,124.7
利锋线带,124.7
永福新村,124.7
长塘,124.7
灵芝组团,124.7
圳塍村,124.7
咸亨酒店食品公司,124.7
天宇绿色包装公司,124.7
漓渚镇人民医院,124.7
仁让堰一期,124.7
光明居委会,124.7
茶香苑,124.7
蜂场,124.7
宏盛大厦,124.7
汇龙山庄,124.7
董郎岗村,124.7
碧波庄园,124.7
文理学院附中,124.7
状元名园,124.7
前后坪村,124.7
东茂工业园区,124.7
新都会,124.7
国庆村,124.7
前进村,124.7
浦东新村,124.7
门前江,124.7
金色丽都,124.7
棠村村,124.7
唐龙家园,124.7
共何村,124.7
白岩村,124.7
鹿山小学,124.7
东澄村,124.7
诸暨中学,124.7
丰利粉碎设备公司,124.7
塘湾村,124.7
中南公寓,124.7
桥南村,124.7
钟林雅苑,124.7
侨都一品,124.7
森海豪庭大酒店,124.7
尹家坂村,124.7
丽都花园,124.7
新宅村(磊石坑),124.7
东豆姜村,124.7
时代广场,124.7
双堰工业区,124.7
蔡婷婷-政企经理,124.7
长岭村,124.7
海通印染,124.7
艮塔东路46号,124.7
农村合作银行,124.7
云海人家,124.7
三联村,124.7
吴家楼村,124.7
三江新村,124.7
枫都嘉苑,124.7
永兴小区,124.7
百大宾馆,124.7
广山村,124.7
金山御景苑,124.7
联丰居委会,124.7
岑仓村,124.7
中巷村,124.7
山头村,124.7
裘海军-政企经理,124.7
东周安置小区,124.7
道林山村,124.7
富邦玛凯龙,124.7
浙江中财,124.7
福星山庄,124.7
惠风名都,124.7
舒村,124.7
应店街村,124.7
前江工业区,124.7
马灵红-政企经理,124.7
袍江村,124.7
金村工业区,124.7
绿城玫瑰园,124.7
东山村,124.7
小泉溪村,124.7
稽山特宽,124.7
东方名筑,124.7
王家庄居委会,124.7
三星村,124.7
彭顶山村,124.7
中央宅村,124.7
黄岙村,124.7
立新农贸柯北统包六组,124.7
供电局宿舍,124.7
新电信大楼,124.7
白鹭金滩听涛园,124.7
白马公寓,124.7
东塘村统包六组,124.7
南都花园,124.7
大西庄村,124.7
若耶明珠,124.7
山隐新村北区,124.7
陈村,124.7
江滨社区,124.7
斗门镇政府,124.7
和家园,124.7
石下坑村,124.7
工农路口,124.7
东星村,124.7
供水公司,124.7
化工园区西区南,124.7
国土新大楼,124.7
沙弄村,124.7
汉莎羽绒,124.7
永铭大厦,124.7
金水公寓,124.7
金家工业园区,124.7
胶囊市场,124.7
漓渚花市小区,124.7
中镇庙,124.7
丁香园,124.7
青桥村,124.7
城西三苑,124.7
金杜岭,124.7
明业印染,124.7
上家湖村,124.7
南山嘉苑,124.7
祝谢村,124.7
天玺名座,124.7
集体村,124.7
陈荷艳-政企经理,124.7
浪坑村,124.7
华越纺织,124.7
创荣工业区,124.7
柯岩中学,124.7
峰景花园,124.7
工行绍兴分行,124.7
马弄东区,124.7
杨树坪村,124.7
舜岸村,124.7
兴海村,124.7
安江村崇仁统包四组,124.7
清华苑,124.7
建吴居委会,124.7
海塘工业区,124.7
狮子居委会,124.7
袍江发展大厦,124.7
江东路30号,124.7
银杏村,124.7
北六区,124.7
郭汶协-商客经理,124.7
五联村,124.7
大道中路251号,124.7
西奕村,124.7
三江花苑,124.7
朱家草塔支局统包一组,124.7
龙门,124.7
潘村,124.7
埠头村,124.7
湖口村,124.7
会展中心,124.7
鼎立装饰,124.7
石佛,124.7
五夫村,124.7
兴旺街,124.7
天星里,124.7
华宇镜水苑,124.7
假日新天地,124.7
裕晟生物科技,124.7
新昌石城大酒店,124.7
大通贸物中心,124.7
双埠村,124.7
银春新苑,124.7
强头村,124.7
开发区三环人民西路北,124.7
马山市场,124.7
西洋?公寓,124.7
上来村,124.7
东林村,124.7
灵水,124.7
陈家村,124.7
天乐电声,124.7
樊浦村,124.7
越泉小区,124.7
方正纸箱厂,124.7
雅致村,124.7
城西二苑15幢光交,124.7
华冠新型材料,124.7
金地铂悦,124.7
昌安东村,124.7
铭康大厦,124.7
建行,124.7
南二村,124.7
绍兴安昌新万年针纺厂,124.7
绍兴天下闻涛苑,124.7
坎一村,124.7
秀竹园,124.7
肖港村,124.7
西杜村统包八组,124.7
长顺路,124.7
浔阳村,124.7
中金名流世家,124.7
世邦万祥城,124.7
陈村,124.7
李村一村,124.7
创佳工业园区,124.7
邱村,124.7
郑家岙村,124.7
兴越东区,124.7
新五,124.7
临虞村,124.7
绍钢四村,124.7
北联市场柯中统包五组,124.7
朝阳居委会,124.7
德隆新村,124.7
丝织厂宿舍,124.7
青藤苑,124.7
郭渎村,124.7
大钱门小区,124.7
汇金大厦,124.7
原热电厂,124.7
盘龙里,124.7
运河人家霞川坊,124.7
后岱山村,124.7
浦南村,124.7
新河弄口,124.7
东安五区,124.7
雅安村,124.7
金色年华,124.7
敬老院,124.7
天乐大院,124.7
赵蕾蕾-商客经理,124.7
金湖社区,124.7
城市之星,124.7
蜀埠村,124.7
巧英村,124.7
轻纺物流,124.7
管墅小区,124.7
鼓山中学,124.7
郑倩倩-政企经理,124.7
集亚物流,124.7
福全电信支局,124.7
规划用地(中梅),124.7
外事办,124.7
杨江村,124.7
苛曼居家,124.7
新华书店,124.7
双祥纺织,124.7
回山中学,124.7
黄潭村,124.7
天地公寓,124.7
兴华标准厂房,124.7
绿景花园,124.7
第四人民医院,124.7
三江园区4,124.7
姜村,124.7
九纺厂,124.7
城南新村,124.7
新昌城西电信大楼,124.7
上下文,124.7
跨湖桥,124.7
梅市水庄北区,124.7
马鞍二村,124.7
阳光城檀院,124.7
未落网格,124.7
望花小学,124.7
新光村,124.7
中眉岙村,124.7
杜浦村(道墟统包五组),124.7
雅沈村,124.7
常禧路2号,124.7
鸿通金宇苑,124.7
瑞芬特纺织服饰,124.7
前1.2.3.4居委会,124.7
新时代制衣商住楼,124.7
楚天轻纺,124.7
浣南村,124.7
孙家桥居委会,124.7
国邦宿舍,124.7
大桥东路50,124.7
日月花园,124.7
东街,124.7
凯迪钢塑,124.7
桃园小区,124.7
沈家庄,124.7
南都宾馆,124.7
义杜村,124.7
市第一医院,124.7
钱哲渭-商客经理,124.7
兴城花园30幢,124.7
儿童公园,124.7
钱上村,124.7
马山小企业,124.7
德济苑,124.7
华翔纺织,124.7
县中心幼儿园,124.7
绍兴市运输管理处,124.7
大市聚村大市聚支局统包二组,124.7
漓渚镇政府,124.7
钱门商城,124.7
五埠村,124.7
和成花苑,124.7
广安新村,124.7
柯笛花园,124.7
花明泉村,124.7
荷花新村5幢,124.7
大道西路169-321号,124.7
大炜针织机械,124.7
花街村,124.7
新昌体育馆,124.7
南池鉴园,124.7
金都水立方,124.7
竹田头村,124.7
凌江岸居委会,124.7
市心街,124.7
龙泉,124.7
王家年村,124.7
永泰村,124.7
瓜渚湖住商楼,124.7
维多利亚庄园,124.7
宏泽苑,124.7
大众印染,124.7
廿八都村,124.7
珈源纺织,124.7
石笋山村,124.7
陈蔡村,124.7
中瑞大厦,124.7
赤土村,124.7
棣和园,124.7
诸阳村应店街支局统包五组,124.7
福东花园东区,124.7
地勘局宿舍,124.7
袍江汽车城,124.7
柯桥人民检察院,124.7
丁界寺,124.7
东泽庄园,124.7
杨港村,124.7
楚通纺织,124.7
法院,124.7
中联村(道墟统包二组),124.7
和润花园,124.7
南星村,124.7
西小路北,124.7
梅东,124.7
解放村,124.7
海虹印染,124.7
北海苑,124.7
灵北安置小区,124.7
赏？村,124.7
柔遁弄散户楼群,124.7
丽樟村,124.7
康福托电子,124.7
工农五苑,124.7
塘坞,124.7
九州化纤,124.7
后村家园,124.7
徐家培村,124.7
白云山庄,124.7
盛陵村小学,124.7
何良-政企经理,124.7
蒙卡尔,124.7
新嵊汽车城,124.7
胜利村,124.7
宝汇大厦2,124.7
金庄村,124.7
湖景中央花园,124.7
上虞海关,124.7
绿洲苑,124.7
上南庄村,124.7
鲁兴公寓,124.7
药监局,124.7
三踏步,124.7
赵婆岙村,124.7
龙德环保,124.7
金城家园,124.7
次坞新村,124.7
天河时代,124.7
金鑫大厦,124.7
伽瑞印染,124.7
绿源村,124.7
兰羽家纺,124.7
下坑村,124.7
浦阳新村,124.7
府山公园,124.7
蜀风村,124.7
玲珑湾小区,124.7
藕泾村,124.7
绿城桂花园,124.7
富陵村,124.7
铭仕广场,124.7
原料市场,124.7
兼溪村,124.7
银证大厦城中支局统包十组,124.7
黄金水岸,124.7
丰民路5号,124.7
珠宝城1*公寓楼,124.7
石磁村,124.7
嵊州大酒店,124.7
信心村,124.7
亭山桥村,124.7
金田村,124.7
未落网格,124.7
中海世纪公馆,124.7
浙江越盛集团,124.7
越龙纺机,124.7
石马山小区,124.7
山南村,124.7
塔山竹木市场,124.7
雷克萨斯,124.7
紫悦城,124.7
红联新村,124.7
竹林苑小区,124.7
第四地质大队,124.7
金立大厦,124.7
金地商置,124.7
云鼎纺织,124.7
平水地税分局,124.7
保险公司,124.7
西门新村,124.7
俞谢骆村,124.7
童装城,124.7
鼓山新村29-51幢,124.7
上虞宾馆,124.7
龙湖原著,124.7
鹿鸣花园,124.7
浣江公园,124.7
经贸局,124.7
浙江工业职业技术学院,124.7
前岩村,124.7
王子制线,124.7
杨浜村,124.7
外山村,124.7
新昌大道6弄,124.7
沈村,124.7
绿城新天地,124.7
龙山村,124.7
东风酒厂,124.7
天池苑南区,124.7
牌上,124.7
金宝利印染公司,124.7
磕下村七星统包十一组,124.7
金桥花园,124.7
环球大厦,124.7
迅宇染整,124.7
绿化,124.7
洞桥新村北区,124.7
车站宿舍,124.7
东馨花园,124.7
杨凌湖村,124.7
大葛村,124.7
惠日桥,124.7
城关三小,124.7
？溪村,124.7
皇甫庄村,124.7
下中西村三江统包九组,124.7
联新桥村,124.7
开发区人民大桥南,124.7
张念宅村,124.7
齐贤迎福小区,124.7
大干溪村,124.7
蕺山新村,124.7
丝织厂宿舍,124.7
银河湾,124.7
南洲村,124.7
金诺服饰,124.7
四联村,124.7
众安公寓,124.7
绍兴人民医院城东分院,124.7
大院里村,124.7
中医院,124.7
振贤小区,124.7
宝利纺织,124.7
凯越大酒店,124.7
沃基村,124.7
苑江公寓,124.7
石浦鱼港大酒店,124.7
局前街,124.7
横山村,124.7
凤仪新村,124.7
峰泽景园,124.7
新合作村,124.7
东浦村东浦统包四组,124.7
绿海公寓,124.7
未落网格,124.7
林杨-政企经理,124.7
敦煌新村,124.7
椰树集团,124.7
湖塘东风酒厂,124.7
治古坞村,124.7
县气象局,124.7
安桥头,124.7
章伊-政企经理,124.7
遗风村,124.7
李丰村,124.7
三江园区2,124.7
地雅园村,124.7
森海豪庭槐树园,124.7
小柏村,124.7
浣丰,124.7
西杜村统包五组,124.7
污水处理中心,124.7
西街,124.7
横联村澄潭镜岭统包一组,124.7
范雪莲-政企经理,124.7
珠宝城3，4号公寓楼,124.7
新华,124.7
五洲村,124.7
丰泽苑,124.7
中宇阳光大厦,124.7
市场监督局,124.7
孟尝村,124.7
上虞市民中心,124.7
夹塘公寓,124.7
太平村,124.7
丁香公寓,124.7
七星花园,124.7
大光明玻璃公司,124.7
来益生物,124.7
新昌国税局,124.7
通用机械厂,124.7
丝织总厂宿舍,124.7
大树江小区南区,124.7
嘉禾花园,124.7
上徐村,124.7
墨城坞村,124.7
龙恩大厦,124.7
空地1,124.7
艇湖里,124.7
后坂村,124.7
城南路,124.7
万丰香樟公馆,124.7
锦绣嘉苑,124.7
谢家坞兰亭统包三组,124.7
下马村鹿山统包七组,124.7
勾嵊,124.7
春江名都,124.7
五峰山庄,124.7
江墅村,124.7
横江村,124.7
谢墅村,124.7
陈宅,124.7
马铁新村,124.7
万安科技,124.7
长林,124.7
海亮,124.7
青马村富盛统包二组,124.7
七眼桥,124.7
灵芝镇立岱村,124.7
西子公寓(一期),124.7
号码百事通大楼,124.7
马塘村,124.7
剡溪花园,124.7
湖塘村,124.7
南山湖村,124.7
商检局,124.7
渔村,124.7
奥利亚,124.7
凤江住商楼,124.7
老富润,124.7
叶家堰村,124.7
旺庭公馆,124.7
山水人家,124.7
华锦锦园,124.7
雷迪森万锦大酒店,124.7
李勇-政企经理,124.7
